0 28
1 26
2 33
3 31
4 22
5 23
6 26
7 29
8 21
9 25
10 22
11 31
12 27
13 22
14 24
15 23
16 20
17 24
18 34
19 22
20 27
21 22
22 25
23 20
24 21
25 24
26 28
27 24
28 29
29 24
30 20
31 31
32 24
33 22
34 26
35 26
36 23
37 26
38 24
39 29
40 29
41 23
42 31
43 29
44 28
45 20
46 25
47 25
48 24
49 21
50 32
51 26
52 24
53 25
54 29
55 26
56 28
57 25
58 26
59 24
60 25
61 18
62 24
63 20
64 25
65 23
66 31
67 28
68 24
69 24
70 28
71 22
72 25
73 27
74 22
75 27
76 25
77 26
78 25
79 28
80 24
81 22
82 24
83 26
84 22
85 26
86 18
87 29
88 25
89 24
90 22
91 24
92 33
93 17
94 25
95 24
96 28
97 26
98 33
99 20
